road_id,road_type,num_lanes,num_signals,zone_type
RD14167,urban,3,7,commercial
RD07848,urban,3,,residential
RD05929,urban,2,6,residential
RD02000,urban,3,8,commercial
RD02047,highway,6,2,industrial
RD13302,Resdntl,,6,Commercal
RD01942,residential,2,11,residential
RD12389,highway,6,3,residential
RD11179,URBAN,3,4,commercial
RD14757,residential,2,8,commercial
RD15320,residential,3,11,RESIDENTIAL
RD18116,Urbn,3,5,Commercal
RD05067,residential,3,7,residential
RD20424,Urban,2,7,industrial
RD09760,highway,6,2,commercial
RD05950,Urban,3,4,industrial
RD18739,Hghway,4,3,industrial
RD20649,highway,3,0,industrial
RD02866,Urbn,,3,residential
RD10914,urban,3,3,residential
RD13232,Hghway,,3,industrial
RD09252,urban,3,3,commercial
RD21009,residential,2,9,commercial
RD13710,urban,2,6,residential
RD06272,urban,4,7,residential
RD15476,urban,3,6,comerical
RD17340,highway,6,0,INDUSTRAL
RD02473,residential,3,10,residential
RD04850,highway,4,1,residental
RD00424,residential,1,12,commercial
RD16168,urban,2,11,commercial
RD15402,residential,3,8,residential
RD15286,urban,3,8,residential
RD05156,URBAN,2,10,commercial
RD20212,residential,2,5,Residntl
RD08615,residential,3,10,comerical
RD07035,Hghway,3,,commercail
RD07255,resdntl,2,9,residental
RD06720,URBN,2,6,commercial
RD20307,urban,3,4,industrial
RD15917,highway,4,3,
RD14243,highway,4,,RESIDENTIAL
RD07816,urban,2,10,INDUSTRAL
RD14197,residential,3,8,commercial
RD00383,Urbn,3,10,residental
RD04829,urban,2,11,
RD06596,residential,2,5,industrial
RD08708,URBAN,2,7,commercial
RD20494,urban,3,4,comerical
RD00601,residential,3,7,residential
RD11019,residential,3,8,Residntl
RD04234,highway,5,3,commercial
RD18351,HIGHWAY,4,1,industrial
RD04819,URBN,2,11,residental
RD13417,residential,1,7,residential
RD01233,residential,1,7,commercial
RD20018,hghway,6,,commercial
RD21215,urban,3,8,residential
RD03060,Resdntl,2,12,residential
RD10244,urban,4,9,industrial
RD19189,urban,2,10,commercial
RD05394,residential,3,,commercial
RD19024,residential,3,11,commercial
RD10212,Residential,2,14,
RD11120,highway,4,1,industrial
RD21621,urbna,3,10,commercial
,urban,4,6,commercial
RD01619,Urbn,2,6,commercial
RD02124,residental,1,13,COMMERCIAL
RD19298,urbn,4,4,commercial
RD10916,urban,2,8,commercial
RD19214,urban,4,3,Commercal
RD07152,urban,3,7,residential
RD12710,residential,1,11,residential
RD19181,highway,6,3,commercial
RD13997,urban,4,5,commercial
RD01618,RESIDENTIAL,1,10,commercial
RD07446,residential,3,13,commercial
RD01956,Urban,3,9,residential
RD21944,residential,2,15,Commercal
RD12613,highway,,,commercial
RD07252,highway,5,0,Industral
RD02176,urbna,2,10,residential
RD09751,Resdntl,1,5,residental
RD12388,Resdntl,3,6,residential
RD19927,urban,3,3,commercial
RD15039,highway,4,1,industrial
RD00050,residential,1,12,commercial
RD03648,residential,2,6,residential
RD16238,Highway,5,2,Residential
RD17304,urban,2,8,residental
RD10482,urbna,3,7,commercial
RD16161,highwy,5,1,industrial
RD17343,urban,2,11,commercial
RD14179,highway,6,0,industrial
RD09126,highway,6,3,commercial
RD18914,residential,,8,commercial
RD01866,urban,2,,Residential
RD02650,urban,3,10,commercial
RD05573,residential,1,,commercial
RD03204,urban,4,3,commercial
RD14928,HGHWAY,4,1,
RD06084,highway,,3,residential
RD16276,urban,2,4,residential
RD18023,urban,4,5,
RD00785,residential,3,7,residential
RD04247,residential,3,10,commercial
RD18391,residential,,8,residential
RD16490,highway,6,0,comerical
RD12849,urbna,3,9,industrial
RD13556,urban,3,5,residential
RD08172,urban,4,6,residential
RD06243,urban,2,5,industrial
RD15902,residential,,11,residential
RD07493,residential,1,10,residential
RD09570,urban,3,9,commercial
RD20856,highway,4,2,commercial
RD12454,residental,2,12,commercail
RD08405,Resdntl,1,9,RESIDENTIAL
RD05294,residential,3,14,commercial
RD13417,RESDNTL,1,13,RESIDENTIAL
RD11533,residential,1,11,
RD08799,Residential,3,12,industrial
RD07403,residential,1,9,Residntl
RD02016,urban,4,5,residential
RD06515,URBAN,4,7,
RD11441,urban,4,9,commercial
RD02229,urban,3,11,commercial
RD04331,Highway,3,1,commercial
RD14913,residential,2,15,residental
RD14248,urban,,7,commercial
RD07889,urban,,11,Commercal
RD09873,residential,1,15,RESIDENTIAL
RD15937,Urbn,3,3,commercial
RD14590,highway,4,2,commercial
RD03814,highway,6,0,residential
RD04320,highway,,3,industrial
RD00117,urban,4,3,commercial
RD13683,residential,3,6,commercial
RD16302,residential,1,14,residental
RD02634,urban,2,4,
RD17989,residential,2,14,residential
RD02947,highway,,0,commercial
RD05883,urban,3,8,industrial
RD20596,Residential,,9,commercail
RD17122,urban,3,7,industrial
RD13365,residential,3,11,INDUSTRIAL
RD00587,urbn,2,4,commercial
RD14697,residential,,5,commercial
RD16610,residential,1,11,industrial
RD18791,highway,3,0,residential
RD21344,urban,2,11,commercial
RD07158,urban,2,5,commercial
RD13320,urban,4,7,
RD01173,urban,4,6,RESIDENTIAL
RD18579,urban,2,10,commercial
RD00831,Urban,2,8,residential
RD02027,residential,,5,residential
RD16299,RESDNTL,1,7,residental
RD19646,urban,4,3,residential
RD19288,residential,2,13,industrial
RD17241,highway,3,3,residential
RD18277,residential,,13,residential
RD03228,urban,10,3,residential
RD15721,residential,3,11,
RD19717,highway,4,2,residential
RD10780,urban,4,7,residential
RD12420,highway,6,1,residential
RD10790,Urbn,2,5,commercial
RD03349,highway,6,2,commercial
RD19428,residential,2,14,Residntl
RD21436,highway,4,1,commercial
RD17200,Urban,2,6,
RD17296,highwy,3,0,residential
RD21171,residential,1,10,Residntl
RD10161,residential,-1,10,industrial
RD10161,highway,,2,
RD20953,highway,4,1,commercial
RD09541,highway,,,industrial
RD13120,urban,4,10,
,residential,11,14,residential
RD00789,residential,3,11,Residential
RD20470,urban,2,4,industrial
RD15811,residential,2,11,commercial
RD06664,urban,2,5,industrial
RD12629,urban,4,,commercial
RD10812,urban,11,6,commercial
RD10681,urban,2,11,residential
RD19650,highway,5,0,
RD18788,residential,3,14,residential
RD10861,residential,3,11,residental
RD01387,highway,6,0,commercial
RD18491,urban,2,8,commercial
RD09886,URBAN,2,7,COMMERCIAL
RD07620,urbna,3,9,commercial
RD16183,urban,4,4,
RD05354,urban,,5,commercial
RD11263,RESIDENTIAL,2,12,commercial
RD14492,RESDNTL,,8,Commercial
RD03415,highway,5,1,commercail
RD19089,urbna,3,10,comerical
RD13856,highway,3,1,industrial
RD13108,RESIDENTIAL,3,7,industrial
RD13722,urban,4,9,residential
RD04877,Resdntl,0,7,
RD18127,residential,2,9,Commercal
RD17226,HIGHWAY,6,,Commercal
RD14112,residential,1,10,Residntl
RD05358,residential,,11,commercial
RD08231,residential,1,8,Commercial
RD21338,Hghway,3,0,industrial
RD04458,Residential,1,9,residential
RD20904,urban,4,4,residential
RD13290,urban,,,commercial
RD06476,residential,2,5,industrial
RD10689,RESDNTL,3,15,residential
RD07337,highway,6,3,commercial
RD01897,residential,1,5,commercial
RD18852,residential,3,10,residential
RD18783,urban,4,11,commercial
RD01112,highway,3,2,commercial
RD17019,urban,2,,commercial
RD02261,residential,3,8,residential
RD02631,residential,2,11,Residntl
RD18058,Residential,2,5,commercial
RD15373,residental,3,6,commercial
RD07963,urban,3,3,
RD08569,residential,,9,residential
RD07188,highway,,3,industrial
RD03840,urbna,4,10,commercial
RD05843,urban,2,9,commercial
RD17835,urban,3,9,Commercal
RD20890,highway,3,1,industrial
RD15157,urban,2,4,industrial
RD11956,residential,1,5,residential
RD13291,urban,3,11,commercial
RD18589,urbn,2,9,commercial
RD20919,highwy,6,1,commercial
RD12671,RESDNTL,2,13,residential
RD05182,residential,3,5,
RD02449,HGHWAY,11,0,industral
RD15920,highway,4,0,INDUSTRIAL
RD06366,residential,1,8,residential
RD06707,residential,1,12,comerical
RD18094,residential,,8,industrial
RD04163,URBAN,4,7,residential
RD03730,hghway,3,0,commercial
RD11069,urban,3,7,INDUSTRIAL
RD19237,Highway,,1,industrial
RD10231,residential,3,7,residential
RD04142,urban,3,8,residential
RD07725,residential,2,7,Residntl
RD20310,residential,2,,RESIDENTIAL
RD00038,urban,3,11,residential
RD09928,residential,2,13,Commercal
,residential,2,6,residential
RD21252,urban,3,11,industrial
,residential,,9,Residntl
RD13349,urban,2,8,commercial
RD10702,urban,4,3,commercial
RD21892,residential,1,12,commercial
RD20888,urban,-1,3,residential
RD09544,residential,1,7,industrial
RD05603,residential,1,8,commercial
,highway,4,,commercial
RD16235,URBAN,3,10,residential
RD05102,hghway,5,2,industral
RD06718,highway,5,2,commercial
,highway,6,1,residential
RD01553,residential,2,11,COMMERCIAL
RD12608,urban,2,,commercial
RD18881,URBN,4,11,industrial
RD04534,hghway,3,2,Commercial
RD20440,urban,2,,Commercal
RD06398,residential,3,7,residential
RD21816,residential,1,5,
RD17406,highway,4,0,commercial
RD13303,residential,1,12,commercial
RD16341,residental,2,6,residential
RD20851,HIGHWAY,6,1,residential
,highway,5,1,industrial
RD06929,urban,2,4,commercial
RD04083,resdntl,3,12,industrial
RD17280,urban,2,9,industral
RD20200,residential,3,11,Residential
RD01871,urban,3,3,industrial
RD17676,highway,-1,2,industrial
RD19755,highway,4,1,industrial
RD16956,HIGHWAY,4,0,comerical
,residential,2,5,residential
RD00927,residential,2,12,commercial
RD11193,urban,2,11,commercial
RD04811,urban,2,5,residential
RD09545,residential,,14,commercial
RD07087,Hghway,4,0,commercial
RD12398,residental,1,13,residential
RD19192,urban,2,8,residential
RD02567,highway,3,1,
RD14264,urban,2,9,residential
RD11004,urban,4,3,commercial
RD02698,residential,1,8,commercial
RD16991,urban,2,11,Commercal
,residential,2,8,residential
RD21096,highway,4,1,Industrial
RD13902,residential,3,11,residential
RD20415,residential,1,14,
RD17515,residential,2,5,
RD16801,highway,6,3,commercial
RD07922,residential,3,7,residential
RD01948,Resdntl,3,9,residential
RD10334,residential,1,12,
RD08070,Urban,4,5,commercial
RD15176,hghway,4,2,commercial
RD02215,Urbn,2,5,residental
RD10841,resdntl,2,11,residential
RD13344,residential,3,15,residential
RD18569,highway,4,3,commercial
RD10998,urban,3,6,Residential
RD12515,highway,4,1,commercial
RD07938,RESIDENTIAL,3,15,industrial
RD11580,urban,,9,residential
RD17094,highway,6,1,
RD04140,urban,3,10,commercial
RD21442,RESDNTL,2,12,residential
RD05715,residential,2,11,commercial
RD16609,urban,3,6,residental
RD09260,urban,2,10,commercial
RD09153,residental,3,12,residential
RD06973,residential,3,14,
RD21988,urbna,,3,commercial
RD03808,highway,4,0,commercial
RD21510,residential,1,14,residential
RD11066,resdntl,1,11,commercial
RD19729,urban,3,6,comerical
RD00675,Highway,4,0,residental
RD20213,RESIDENTIAL,3,8,residential
RD14429,urban,2,11,commercial
RD03433,highway,6,2,industrial
RD06644,urban,4,7,Commercal
RD13952,residential,1,6,residential
RD21788,hghway,3,1,Industrial
RD01678,residential,1,9,COMMERCIAL
RD20615,residential,3,10,Residential
RD12391,residential,3,9,industrial
RD17025,residential,3,12,Commercial
RD20346,residential,2,5,residential
RD03538,urban,2,8,residential
RD04778,urban,2,4,industrial
RD01260,residential,3,7,
RD18594,residential,3,11,commercial
,highway,3,1,commercial
RD02446,HIGHWAY,4,3,comerical
RD19538,urban,4,6,commercial
RD05334,residential,3,,COMMERCIAL
RD00151,URBAN,2,8,
RD20726,urban,3,11,industral
RD08332,residental,1,14,residential
RD06990,urban,2,4,residential
RD03537,resdntl,2,9,commercial
RD15388,urban,4,7,commercial
RD16141,Residential,2,6,Commercial
RD16460,highwy,6,3,commercial
RD06848,urban,3,4,residential
RD20443,residential,2,15,residential
RD09052,resdntl,3,11,COMMERCIAL
RD01421,urban,3,11,Commercal
RD03186,highway,3,2,
RD00079,Resdntl,2,7,commercial
RD03774,residential,3,14,Commercial
,residential,3,5,commercial
RD13634,urban,4,3,residential
RD21139,urbna,3,3,commercial
RD13432,highway,5,2,industrial
RD12231,residential,1,10,residential
RD01967,residental,2,10,commercial
RD09097,urban,4,3,industrial
RD02116,residential,2,15,residential
,urban,3,7,INDUSTRIAL
RD01397,urban,3,3,commercial
RD04974,highway,3,3,industrial
RD10108,residential,,14,comerical
RD17999,URBAN,3,11,industrial
RD11028,urban,4,9,commercial
RD11153,Residential,3,6,
RD07263,highway,6,3,residential
RD21150,highwy,5,0,commercial
RD11575,residential,2,9,commercial
RD08685,residental,3,,residential
RD06574,residential,,6,residential
RD07323,highwy,5,2,industrial
RD00886,urban,3,4,commercial
RD20938,URBAN,3,11,commercial
RD08435,urban,3,5,commercial
RD00803,Residential,3,11,Industral
RD18508,urban,2,6,
RD13449,urban,3,11,Commercal
RD03879,residential,3,10,commercial
RD01246,urban,2,11,Commercial
RD16850,urban,2,4,Commercal
RD10284,Highway,3,3,commercial
RD04053,residential,2,8,Commercial
RD02111,highway,5,0,industrial
RD07605,Hghway,3,0,residential
RD07405,urban,2,9,residential
RD10513,urban,2,7,industrial
,URBN,4,7,commercial
RD17861,highway,6,3,commercial
RD00802,HGHWAY,4,1,commercial
RD12654,urban,4,8,commercial
RD04673,urban,2,7,Residential
RD00387,highway,5,1,INDUSTRIAL
RD01546,highway,5,3,commercial
RD09745,urban,3,3,Industrial
RD04465,residential,1,5,RESIDENTIAL
RD16486,urban,3,9,residential
RD06284,residential,3,10,industrial
RD05173,Hghway,4,3,residential
RD10773,residential,3,8,
RD04509,Urbn,2,3,INDUSTRIAL
RD09443,urban,3,10,commercial
RD06086,highway,5,2,INDUSTRAL
RD05383,urban,3,3,commercial
RD03566,urban,3,3,commercial
RD03763,residential,,13,residential
RD06904,residential,3,7,commercial
RD14862,RESIDENTIAL,3,6,residential
RD20750,highwy,5,3,industrial
RD02435,Hghway,6,2,residential
RD17645,highway,6,2,industrial
RD00964,highway,6,0,commercial
RD03552,residential,2,6,Commercal
RD15487,urban,3,4,residential
RD18528,residential,1,5,residental
RD04601,Residential,1,6,residential
RD12352,residential,2,8,commercial
RD06486,urban,3,3,Industrial
RD16960,URBAN,2,8,commercial
RD15499,residential,1,10,residential
RD07507,highway,6,2,residential
RD14501,residential,,8,Commercal
,urban,3,5,commercial
RD05214,resdntl,3,8,commercial
RD20106,URBN,3,7,residential
RD00576,residential,0,10,commercial
,urban,3,5,residential
RD13599,residential,1,9,RESIDENTIAL
RD08422,urban,3,8,commercail
RD00873,highway,4,2,industrial
RD15907,residential,1,5,residential
RD05363,residential,2,10,residential
RD01341,residential,3,12,commercial
RD10455,urban,4,5,industrial
RD12943,urban,4,10,commercial
RD18205,residential,1,13,residential
RD11808,residential,2,14,Residential
RD02241,residential,3,9,residential
RD09350,highway,5,2,
RD04907,highway,3,3,INDUSTRIAL
RD14735,residential,2,13,residential
RD21504,residential,3,6,
RD04756,urban,,4,commercial
RD02558,urban,3,5,commercial
RD11240,Urban,2,9,residential
RD14525,highway,5,3,
RD10561,highway,3,1,Residential
RD12721,highway,5,2,commercial
RD21135,residential,3,6,RESIDENTIAL
RD10343,RESDNTL,,,commercail
RD12486,residential,3,10,industrial
RD03518,residential,1,13,residential
RD08785,urban,2,5,
RD00565,residential,1,14,commercial
RD19718,Resdntl,2,9,RESIDENTIAL
RD19418,highway,3,0,industrial
RD14028,residential,2,5,residential
RD10029,residential,2,11,commercial
RD00984,Residential,1,,
RD17185,residential,1,6,residential
RD20383,urban,3,10,commercial
RD06003,residential,3,12,commercial
RD07404,urban,3,4,commercial
RD07853,residential,,13,residential
RD16550,residential,2,9,residential
RD14724,residential,1,5,INDUSTRAL
RD01873,highway,3,1,industrial
RD01815,residential,,10,residential
RD05375,urban,10,8,commercial
,resdntl,1,6,Commercal
RD08191,residential,1,14,commercial
RD17763,highway,3,,Commercial
RD03749,urban,4,4,
RD06074,highway,,0,industrial
RD14526,urban,3,3,Commercal
RD09270,urban,4,,
RD10676,urban,,4,industrial
RD19740,highway,4,2,industrial
RD17239,highway,6,3,commercial
RD14682,urbna,4,6,residential
RD15389,highway,6,3,industrial
RD01447,resdntl,10,5,COMMERCIAL
RD11294,residential,2,7,residental
RD18954,resdntl,1,5,industrial
RD00848,urban,3,5,residential
RD11540,urban,4,,commercial
RD07343,residential,1,11,commercial
RD20855,residential,3,11,residential
RD05551,residental,1,8,commercial
RD01631,urban,3,4,
RD09472,urban,4,5,commercial
RD12042,resdntl,3,8,
RD01026,highway,6,,industrial
RD21037,Resdntl,1,5,residential
RD11626,urban,4,5,Commercial
RD00911,highway,5,3,commercial
RD13278,residential,1,10,residential
RD00161,residential,2,10,residential
RD07468,residential,3,15,residential
RD19036,highway,3,0,industrial
RD15166,urban,4,11,RESIDENTIAL
RD01555,residential,1,7,RESIDENTIAL
RD18248,urban,3,9,
RD03979,highway,0,,
RD18159,highway,4,1,industrial
RD09790,hghway,5,2,industrial
RD17794,residential,1,10,residential
RD12994,highway,4,1,commercial
RD19532,residential,1,14,residential
RD14060,residential,3,,
RD01843,highway,4,3,
RD16091,residential,3,6,commercial
RD12470,Urbn,2,5,
RD11135,residential,1,7,residential
RD00915,urban,3,4,industrial
RD21514,urban,2,10,Residntl
RD10489,urbn,3,7,commercial
RD17978,urban,4,4,Residntl
RD00031,residential,2,9,commercial
RD02288,Resdntl,1,11,residental
RD04299,highway,4,0,Commercial
RD11487,residential,1,5,residential
RD17736,residential,1,7,residential
RD01884,highway,3,2,industrial
RD07494,highway,3,1,comerical
RD01647,Urbn,2,11,INDUSTRIAL
RD13197,residential,2,14,residental
RD15675,residential,2,6,residential
RD21970,residential,2,8,RESIDENTIAL
RD21726,residential,,5,commercial
RD06584,residential,2,10,commercial
RD07374,residential,2,5,residential
RD14816,RESIDENTIAL,1,11,RESIDENTIAL
RD14217,residential,3,12,Commercial
RD01662,residential,2,15,residential
RD15185,URBAN,3,,commercail
RD00145,highway,3,1,commercial
RD15350,Hghway,6,,residential
RD14919,residential,3,10,residential
RD06241,Highway,3,0,residental
RD12712,residential,2,9,industrial
RD18558,residential,2,6,RESIDENTIAL
RD00569,residential,1,,residential
RD03935,residential,2,11,Residential
RD00679,urbn,,8,residential
RD12514,urban,2,6,Commercal
RD19865,Highway,5,3,RESIDENTIAL
,urban,4,7,industrial
RD08903,urban,4,11,comerical
RD19340,Residential,3,10,commercial
RD06384,highway,-1,1,Industrial
RD21823,resdntl,2,11,residential
RD01852,Resdntl,3,13,residental
RD08989,highway,4,0,industrial
RD18137,residential,2,13,residential
RD18969,urban,,8,commercial
RD09735,residential,,12,industrial
RD09378,highway,5,1,industrial
RD12194,residential,3,6,residential
RD15889,urban,0,3,comerical
RD04162,urban,2,3,residential
,hghway,6,3,commercial
RD17821,residential,1,,residential
RD21876,residential,10,14,commercial
RD09077,URBAN,2,11,commercial
RD13452,HGHWAY,-1,1,residential
,urban,2,4,residental
RD13244,highway,3,3,commercial
RD11160,highway,5,3,commercial
RD01128,residential,3,13,commercial
RD14670,urban,4,7,industrial
RD01343,HIGHWAY,3,0,Residential
RD16740,residential,1,6,residential
RD20509,highway,3,0,RESIDENTIAL
RD15960,residental,1,12,residental
RD10163,highway,4,0,Residential
RD02054,urbn,2,4,residential
RD07299,urban,10,9,commercail
RD10114,urban,3,9,COMMERCIAL
RD10677,urban,2,7,
RD13506,hghway,6,,commercial
RD04085,highwy,6,0,
RD13811,urban,3,4,residential
RD13869,residential,1,,residential
RD04328,urban,3,3,
RD00600,Urbn,4,11,residential
RD06827,URBAN,2,10,commercial
RD12269,URBAN,3,6,industrial
,Highway,6,0,comerical
RD19952,urban,4,7,commercial
RD09112,urban,3,5,industrial
RD04061,RESDNTL,1,5,commercial
RD13770,highway,6,3,industrial
RD11150,urbn,2,10,Commercal
RD11341,residental,1,7,commercial
RD05823,urban,2,6,industrial
RD15354,residential,,,commercial
RD03003,highway,3,2,
RD06130,residential,2,11,residential
RD01210,residential,3,10,commercial
RD18758,residential,1,11,comerical
RD13709,urban,2,5,commercial
RD01193,Highway,3,3,
RD16783,highway,5,0,commercial
RD15939,highwy,5,3,INDUSTRAL
RD03414,residential,1,15,residential
RD20752,residential,2,10,commercial
RD20351,highwy,3,0,Residential
RD14827,urban,2,5,commercial
RD05314,residential,3,6,residential
RD13169,residential,3,8,industrial
RD12131,residential,2,7,commercial
RD02903,URBN,2,9,commercial
RD08767,urbna,4,11,industrial
RD15265,URBAN,,11,
RD02496,urban,3,3,industrial
RD01028,highway,4,0,commercail
RD05688,residential,3,11,residential
RD20616,urban,3,10,commercial
RD19125,residential,2,10,RESIDENTIAL
RD07000,urban,3,9,commercial
RD19569,urban,3,4,commercial
RD01264,residential,3,,RESIDENTIAL
RD16061,urban,2,6,industrial
RD19893,HGHWAY,3,3,industrial
RD03343,residential,-1,,commercial
RD21373,highway,4,3,commercial
RD01389,highway,3,0,
RD15770,urban,4,7,COMMERCIAL
RD18192,residential,1,10,
RD07982,residential,,15,residental
RD13360,highway,6,1,Industrial
RD10844,RESIDENTIAL,2,13,commercial
RD18333,highway,3,3,commercial
RD09749,highway,5,0,industrial
RD14675,urban,4,,commercial
RD12441,urban,4,9,residential
RD16443,urban,2,5,industral
,urban,4,8,residental
RD06023,urban,4,8,
RD01441,highway,5,3,INDUSTRAL
RD06940,urban,3,3,comerical
RD14572,residential,11,13,comerical
RD17540,residential,2,10,commercial
RD08304,Urban,4,8,Residential
RD20850,highway,4,,commercial
RD17959,Hghway,3,0,Residntl
RD05445,residential,3,7,commercial
,residential,-1,11,residential
RD01716,Resdntl,3,12,INDUSTRIAL
RD04721,residential,3,6,industrial
RD19971,RESIDENTIAL,3,13,commercial
RD06886,urban,4,4,Residntl
RD00989,urban,2,10,residential
RD10576,RESDNTL,2,15,comerical
RD12010,Urban,2,5,residential
RD19653,residential,3,11,
RD12557,residential,3,14,industrial
RD09489,residental,3,10,residential
RD00531,highway,3,2,commercial
RD05254,HGHWAY,3,3,COMMERCIAL
RD16719,urban,4,5,comerical
RD07182,urban,4,11,RESIDENTIAL
RD10056,HIGHWAY,6,1,commercial
RD00854,urban,4,6,commercial
RD13827,urban,2,8,commercial
RD05253,RESIDENTIAL,,12,residental
RD10038,Resdntl,2,7,Residential
RD07902,residential,1,10,
RD14870,residential,3,15,residential
RD00334,urban,3,8,commercial
RD04513,highway,6,2,commercial
RD15637,URBAN,3,9,
RD12706,urban,3,5,Commercial
RD07726,highway,5,0,industrial
RD03362,Urbn,,8,commercial
,urban,3,5,Commercal
RD09878,residential,3,6,RESIDENTIAL
RD04022,HIGHWAY,,1,commercial
RD17992,URBN,4,10,commercial
RD20900,URBN,4,3,commercial
RD09587,urban,2,11,
RD08358,urban,3,7,commercial
RD03425,RESDNTL,2,15,commercial
RD07710,urban,3,11,Commercal
RD05829,urban,2,4,residential
RD21115,URBN,2,5,Industrial
RD05233,resdntl,2,12,
RD15471,urban,3,3,commercail
RD15416,URBN,2,11,commercial
RD09261,residential,2,9,residential
RD14582,urban,4,,industrial
RD20404,highway,3,0,Industrial
RD08063,urban,4,10,commercial
RD09708,residential,1,14,residential
RD02799,residential,1,,
RD21924,urban,4,5,
