weather_id,weather_type,temperature_c,visibility_km,timestamp
377,clear,21.3,6.4,2023-08-01 00:00:00
378,rain,12.9,3.3,2023-09-30 00:00:00
379,clear,30.25,7.05,2023-04-20 08:21:16
381,clear,17.6,9.1,2023-02-11 00:00:00
382,clear,19.8,6.9,2023-08-26 00:00:00
384,clear,3.9,6.6,2023-10-31 12:43:00
385,clear,17.4,5.3,2023-03-12 18:12:00
387,clear,19.8,5.5,2023-07-09 00:00:00
392,rain,26.8,3.6,2023-04-28 20:48:00
393,rain,19.1,2.1,2023-02-05 18:21:40
395,clear,30.9,7.4,2023-07-05 10:48:00
396,fog,1.5,1.4,2023-01-17 02:18:00
397,clear,40.45,4.6,2023-06-02 05:12:00
399,clear,9.766666666666667,6.366666666666667,2023-01-13 14:15:26
400,clear,26.9,8.55,2023-04-04 19:02:09
401,clear,7.0,7.6,2023-11-28 00:00:00
404,clear,19.1,,2023-10-17 00:00:00
405,fog,5.6,1.9,2023-11-23 00:14:00
410,clear,34.7,6.8,2023-07-10 22:12:25
411,clear,16.3,4.0,2023-02-23 00:00:00
412,clear,7.7,5.5,2023-12-18 00:00:00
413,clear,19.9,5.85,2023-02-16 00:00:00
415,clear,,8.2,2023-02-08 17:58:00
417,clear,6.5,7.5,2023-12-18 00:00:00
418,clear,21.35,6.75,2023-06-17 02:35:54
420,clear,31.9,8.0,2023-07-07 08:45:00
421,clear,25.24,6.4,2023-03-03 00:00:00
422,rain,22.433333333333334,2.9333333333333336,2023-01-31 20:47:00
423,clear,6.6,5.9,2023-11-27 14:08:00
427,clear,35.75,5.35,2023-05-31 15:18:00
428,clear,12.05,6.4,2023-02-07 04:39:00
429,clear,28.2,9.6,2023-04-09 01:58:00
432,clear,1.2,7.6,2023-12-10 09:09:00
433,fog,18.433333333333334,2.3499999999999996,2023-03-20 14:01:00
434,clear,25.166666666666668,5.433333333333334,2023-03-06 00:00:00
435,clear,28.233333333333334,4.366666666666667,2023-06-05 00:00:00
439,clear,18.433333333333334,6.9,2023-01-03 23:50:00
440,rain,15.4,2.3,2023-03-23 12:09:30
441,clear,16.8,5.066666666666666,2023-08-21 05:41:37
442,clear,10.55,6.75,2023-10-13 00:00:00
443,clear,16.2,7.6,2023-02-07 17:13:00
444,fog,7.8,0.7,2023-10-22 03:15:23
445,fog,15.05,2.035,2023-01-09 06:39:00
449,fog,22.166666666666668,4.2,2023-03-23 01:23:00
450,clear,38.7,,2023-06-21 00:00:00
451,clear,9.9,8.6,2023-12-24 00:00:00
453,clear,12.375,4.225,2023-08-17 00:00:00
454,clear,29.2,6.7,2023-06-16 19:22:00
455,clear,27.4,7.3,2023-03-11 19:45:00
456,fog,37.4,1.0,2023-05-24 00:00:00
457,rain,22.3,4.9,2023-08-15 01:57:00
458,clear,6.8,8.0,2023-01-14 13:40:00
460,clear,36.7,6.1,2023-06-16 21:38:00
461,clear,8.2,5.2,2023-01-09 00:00:00
462,clear,18.41111111111111,7.7125,2023-01-06 01:47:25
467,fog,30.5,3.5,2023-07-17 00:00:00
468,fog,3.9,3.3499999999999996,2023-01-12 00:00:00
469,clear,20.5,7.699999999999999,2023-08-19 00:00:00
470,clear,42.5,9.4,2023-07-25 00:00:00
471,clear,27.0,5.9,2023-03-10 00:00:00
472,clear,31.9,5.5,2023-05-01 03:58:00
473,clear,25.950000000000003,8.45,2023-03-07 08:08:00
474,clear,22.166666666666668,7.033333333333334,2023-02-07 00:00:00
475,,0.2,4.3,2023-01-13 00:00:00
476,rain,33.7,2.0,2023-07-20 00:00:00
478,clear,,5.65,2023-02-09 14:26:00
479,clear,24.666666666666668,8.533333333333333,2023-05-12 16:18:00
480,clear,,7.4,2023-02-23 00:00:00
481,clear,23.0,8.7,2023-02-13 23:24:47
483,clear,39.5,7.6,2023-06-01 00:00:00
484,rain,20.933333333333334,5.1000000000000005,2023-01-17 11:04:00
485,clear,8.1,7.5,2023-01-28 17:16:25
486,clear,16.025000000000002,7.3999999999999995,2023-04-08 14:09:00
487,clear,11.9,5.35,2023-03-24 22:11:46
488,clear,16.619999999999997,6.5,2023-04-17 00:00:00
489,clear,17.36,6.983333333333334,2023-01-24 18:38:00
490,clear,6.6,8.9,2023-02-16 00:00:00
491,clear,13.8,5.9,2023-10-20 17:05:00
492,clear,30.0,5.9,2023-04-22 14:25:00
494,rain,19.7,5.3,2023-08-23 00:00:00
496,clear,12.7,5.5,2023-02-28 00:00:00
498,clear,19.7,8.5,2023-09-11 01:51:00
500,clear,12.025,6.7,2023-02-09 00:00:00
502,clear,30.35,6.25,2023-05-14 08:15:20
507,clear,5.7,,2023-01-16 23:42:08
509,rain,14.2,3.5,2023-10-01 00:00:00
510,clear,21.0,8.5,2023-07-31 00:00:00
511,clear,30.2,7.3,2023-07-07 23:41:00
512,clear,32.7,7.0,2023-06-22 14:11:00
513,clear,30.85,9.4,2023-08-04 08:26:00
514,clear,9.75,6.0,2023-03-24 00:00:00
515,clear,27.3,7.3,2023-06-08 02:00:00
516,clear,29.9,8.75,2023-05-12 00:00:00
517,clear,6.4,7.9,2023-12-07 00:00:00
518,clear,13.25,4.4,2023-08-10 02:42:00
519,rain,8.1,,2023-02-06 10:01:00
520,clear,24.599999999999998,4.6000000000000005,2023-01-17 00:00:00
521,clear,22.525,5.525,2023-03-28 00:00:00
524,rain,34.6,1.7,2023-05-30 19:20:00
526,fog,22.9,0.7,2023-09-08 02:51:00
527,clear,35.95,6.050000000000001,2023-04-25 00:00:00
528,clear,28.2,8.7,2023-04-09 00:00:00
529,clear,11.675,5.2250000000000005,2023-04-30 00:00:00
532,clear,20.700000000000003,5.2,2023-08-27 02:48:13
535,rain,23.75,5.2,2023-01-11 17:54:08
538,clear,21.3,6.0,2023-03-26 15:05:00
539,clear,13.2,9.0,2023-01-27 00:00:00
540,clear,17.6,3.5,2023-01-09 00:00:00
541,clear,7.9,6.6,2023-11-22 23:04:00
542,clear,23.8,5.7,2023-02-24 07:12:00
543,clear,10.0,5.5,2023-12-19 00:00:00
544,clear,27.549999999999997,5.1,2023-04-21 00:00:00
546,clear,35.5,8.1,2023-06-22 20:52:43
547,clear,29.575,6.1,2023-04-14 12:37:00
550,rain,37.5,4.7,2023-07-18 11:40:00
551,clear,18.95,5.0,2023-08-28 00:00:00
552,rain,1.9,2.4,2023-12-03 00:00:00
553,rain,22.625,4.575,2023-04-22 18:40:00
554,clear,23.35,8.45,2023-04-02 08:26:00
555,clear,6.0,9.0,2023-01-28 16:26:00
558,clear,,8.1,2023-06-05 00:00:00
559,clear,19.75,4.133333333333334,2023-09-19 00:00:00
560,clear,32.0,7.2,2023-04-16 16:49:00
561,fog,23.2,2.1,2023-03-08 01:16:09
563,fog,23.3,1.4,2023-03-07 00:00:00
567,rain,4.7,2.8,2023-01-10 00:00:00
568,clear,28.849999999999998,6.15,2023-06-12 23:33:17
569,clear,11.0,7.7,2023-11-02 11:11:00
571,clear,22.2,8.9,2023-04-24 09:13:22
574,clear,10.15,3.3499999999999996,2023-01-24 10:04:10
576,clear,27.6,6.4,2023-03-25 20:56:00
578,rain,7.4,5.4,2023-11-11 13:04:00
581,clear,16.05,5.699999999999999,2023-02-24 16:52:00
582,clear,12.35,5.85,2023-01-11 15:11:00
584,clear,16.0,8.2,2023-03-18 00:00:00
585,clear,4.3,8.6,2023-12-01 20:00:00
586,clear,6.0,9.8,2023-01-30 09:56:00
587,rain,27.9,3.0,2023-07-29 14:52:00
588,clear,14.1,8.3,2023-10-13 00:00:00
590,clear,30.55,5.15,2023-06-04 00:00:00
592,clear,12.1,5.53125,2023-01-06 21:21:00
593,clear,6.166666666666667,6.266666666666667,2023-11-15 00:00:00
594,clear,12.0,7.1,2023-10-03 20:02:00
595,clear,16.95,4.2,2023-05-04 23:35:00
596,clear,25.4,5.15,2023-06-20 19:20:00
598,clear,27.8,4.6,2023-04-03 01:02:45
599,clear,24.1,9.9,2023-04-22 00:00:00
600,clear,13.65,9.3,2023-09-23 00:00:00
603,clear,33.2,8.0,2023-06-12 06:04:51
604,rain,36.3,3.6,2023-05-13 13:00:00
606,clear,26.55,3.9,2023-03-22 12:35:00
607,clear,31.0,9.3,2023-04-24 20:18:00
608,clear,9.4,7.1,2023-12-30 10:39:00
611,clear,20.366666666666667,7.025,2023-03-26 11:15:41
612,clear,14.8,8.5,2023-01-22 13:40:00
613,clear,19.8,7.266666666666667,2023-04-06 08:38:15
614,clear,7.1,8.1,2023-12-07 05:22:00
616,fog,19.2,2.2333333333333334,2023-06-05 00:00:00
619,clear,27.433333333333334,5.833333333333333,2023-07-20 00:59:00
621,rain,38.4,5.8,2023-06-30 00:00:00
622,clear,13.1,8.9,2023-01-28 00:00:00
623,clear,27.3,8.0,2023-04-02 00:00:00
625,fog,12.3,1.7,2023-10-17 00:00:00
626,clear,18.2,8.9,2023-03-13 20:11:18
628,clear,20.75,8.600000000000001,2023-01-22 21:24:08
629,clear,27.799999999999997,6.733333333333333,2023-04-16 09:05:00
630,clear,26.2,4.933333333333333,2023-07-06 00:00:00
631,fog,30.3,1.2,2023-06-01 02:13:00
632,clear,19.8,5.8,2023-03-06 05:17:00
634,clear,14.6,3.8,2023-01-01 00:00:00
636,clear,26.1,5.4,2023-04-19 00:00:00
637,clear,5.3,5.3,2023-11-04 00:00:00
638,clear,24.8,6.040000000000001,2023-03-02 19:39:38
639,clear,13.5,7.6,2023-03-22 00:00:00
640,clear,8.8,,2023-11-18 00:00:00
641,clear,23.3,6.533333333333334,2023-01-12 06:36:00
643,clear,24.95,6.633333333333333,2023-04-27 18:48:00
644,rain,31.2,,2023-06-25 21:36:35
647,clear,17.7,6.400000000000001,2023-01-02 13:52:00
648,clear,8.2,9.1,2023-10-09 00:00:00
649,clear,35.0,7.3,2023-04-10 18:00:00
650,clear,18.9,5.4,2023-02-17 00:00:00
654,clear,24.9,6.3,2023-04-21 18:48:56
656,rain,40.5,5.3,2023-06-28 21:06:00
660,rain,14.05,2.2,2023-03-02 00:00:00
666,fog,16.133333333333333,3.2999999999999994,2023-02-20 00:00:00
670,rain,38.3,6.1,2023-06-15 01:39:13
671,clear,,6.8,2023-09-18 13:59:00
673,fog,28.7,0.7,2023-05-19 06:58:21
675,clear,12.45,8.75,2023-09-05 00:00:00
676,rain,31.1,5.1,2023-07-16 00:00:00
677,rain,18.338461538461537,4.553846153846154,2023-01-20 00:00:00
679,clear,16.95,5.8999999999999995,2023-03-08 17:10:00
682,clear,27.3,8.6,2023-08-04 00:00:00
683,clear,27.05,4.575,2023-03-15 00:00:00
685,fog,21.7,3.9,2023-04-01 00:00:00
686,clear,7.5,9.0,2023-01-17 00:00:00
687,clear,28.0,7.449999999999999,2023-08-15 22:03:00
688,fog,20.35,6.9,2023-02-28 02:30:00
689,clear,22.6,5.45,2023-07-22 08:20:00
691,clear,5.066666666666666,6.8,2023-11-05 04:18:00
693,clear,3.75,7.625,2023-11-27 00:00:00
694,clear,19.55,4.5,2023-05-14 03:36:00
695,clear,31.5,5.05,2023-05-31 00:00:00
696,clear,10.100000000000001,5.45,2023-10-30 00:00:00
697,clear,7.4750000000000005,4.625,2023-01-27 07:30:00
700,clear,13.733333333333334,4.775,2023-02-13 21:39:47
702,clear,19.35,6.9,2023-03-17 00:00:00
703,clear,15.6,3.75,2023-01-12 00:00:00
704,clear,14.450000000000001,6.95,2023-07-13 04:20:28
705,clear,26.9,6.0,2023-05-20 00:00:00
706,clear,27.3,7.95,2023-07-21 15:44:00
707,rain,18.5,4.0,2023-01-21 00:00:00
709,clear,20.35,5.65,2023-04-16 21:01:22
711,clear,34.8,5.6,2023-05-08 20:53:00
713,clear,27.299999999999997,7.6000000000000005,2023-04-12 00:00:00
715,clear,27.200000000000003,7.45,2023-04-15 19:11:27
716,fog,12.0,2.8,2023-10-10 00:00:00
719,clear,17.55,6.35,2023-03-05 17:56:00
720,clear,8.4,7.1,2023-11-03 02:50:30
722,clear,21.2,8.1,2023-04-21 07:47:20
723,rain,12.8,1.9,2023-02-03 23:52:00
724,fog,23.049999999999997,1.6,2023-02-20 00:00:00
725,rain,21.7,5.1,2023-03-20 15:31:00
726,clear,20.9,5.75,2023-02-15 00:00:00
727,clear,16.849999999999998,7.4,2023-08-09 00:00:00
730,clear,19.26,6.17,2023-02-14 00:00:00
731,clear,20.7,5.300000000000001,2023-09-12 01:35:00
732,clear,21.7,6.15,2023-09-02 15:35:00
733,clear,23.733333333333334,5.583333333333333,2023-02-14 20:14:00
734,clear,22.424999999999997,7.833333333333333,2023-01-03 17:15:00
735,fog,12.7,3.45,2023-09-25 03:31:00
736,clear,7.6,6.4,2023-11-29 00:00:00
738,clear,35.3,,2023-05-18 14:21:44
739,clear,14.975000000000001,6.0,2023-04-15 00:00:00
740,rain,14.6,5.1,2023-10-23 00:00:00
741,clear,22.63333333333333,4.433333333333333,2023-03-03 00:00:00
744,clear,34.0,9.2,2023-04-21 04:04:00
747,clear,16.1,8.8,2023-10-15 19:04:58
750,clear,25.2,5.533333333333334,2023-03-03 19:24:00
752,clear,19.75,3.1500000000000004,2023-03-18 00:00:00
753,clear,22.0,8.366666666666667,2023-05-24 00:00:00
754,rain,26.4,1.9,2023-08-15 00:00:00
755,clear,11.35,6.45,2023-02-10 21:23:46
756,clear,30.950000000000003,4.45,2023-06-14 00:00:00
758,fog,25.9,1.0,2023-04-11 06:00:00
759,clear,23.36,6.58,2023-06-12 00:00:00
760,rain,1.1,4.6,2023-12-25 00:00:00
761,clear,,7.9,2023-01-25 16:03:31
762,clear,22.5,8.0,2023-04-10 00:00:00
763,clear,31.9,8.5,2023-04-18 00:00:00
764,clear,30.5,6.5,2023-08-07 20:19:48
767,clear,16.9,7.1,2023-02-23 20:51:00
768,fog,5.7,,2023-12-06 00:00:00
770,clear,16.400000000000002,7.666666666666667,2023-08-09 00:00:00
773,clear,24.0,7.300000000000001,2023-04-22 00:00:00
774,clear,27.9,8.7,2023-03-16 00:00:00
775,clear,29.15,5.65,2023-03-21 00:00:00
776,clear,30.7,8.9,2023-07-07 00:00:00
777,clear,30.7,5.6,2023-05-11 20:08:00
778,clear,21.75,5.983333333333333,2023-02-06 00:00:00
779,clear,5.5,6.5,2023-12-03 09:33:00
783,clear,5.0,5.3,2023-01-29 20:44:00
784,clear,25.700000000000003,5.949999999999999,2023-03-21 22:40:00
786,clear,24.185714285714287,5.814285714285715,2023-02-15 12:54:00
788,rain,34.2,4.8,2023-07-18 17:39:00
789,clear,30.325000000000003,6.959999999999999,2023-03-05 00:00:00
791,rain,10.666666666666666,3.133333333333333,2023-02-04 00:00:00
794,clear,8.1,6.5,2023-10-15 20:22:00
796,fog,19.6,5.375,2023-07-06 19:48:00
797,clear,9.2,9.8,2023-11-02 18:06:00
798,clear,13.950000000000001,5.175,2023-03-12 00:00:00
799,clear,6.15,3.5,2023-01-25 07:17:00
800,clear,12.9,5.7,2023-11-16 10:53:00
801,clear,26.875,7.15,2023-02-15 00:00:00
